"volunteernumber" "activity" "feature" "mean"
7 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.11869468013867
7 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.272713961130656
7 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.235386051359574
7 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.33416250223883
7 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.275111782856383
7 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.366749117395745
7 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.117211778336915
7 "WALKING_UPSTAIRS" "Body Accelerometer" -0.20586529737549
7 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.386487839718301
7 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.470546388480392
7 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.331686228416176
7 "WALKING_UPSTAIRS" "Body Gyroscope" -0.332457259001193
7 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.362763053253595
7 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.678954023578431
7 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.409055361387255
7 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.430012885359477
7 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.266409522714706
8 "LAYING" "Body Accelerometer" -0.693731365029259
8 "LAYING" "Body Accelerometer Jerk" -0.721379169012222
8 "LAYING" "Body Accelerometer Jerk Magnitude" -0.96542148837963
8 "LAYING" "Body Accelerometer Magnitude" -0.924524147208333
8 "LAYING" "Body Gyroscope" -0.716836644658488
8 "LAYING" "Body Gyroscope Jerk" -0.524423762707099
8 "LAYING" "Body Gyroscope Jerk Magnitude" -0.971916132175926
8 "LAYING" "Body Gyroscope Magnitude" -0.93451000837963
8 "LAYING" "Gravity Accelerometer" -0.319145925703704
8 "LAYING" "Gravity Accelerometer Magnitude" -0.924279481944444
8 "SITTING" "Body Accelerometer" -0.700865142706159
8 "SITTING" "Body Accelerometer Jerk" -0.732847939642044
8 "SITTING" "Body Accelerometer Jerk Magnitude" -0.981745348423913
8 "SITTING" "Body Accelerometer Magnitude" -0.94044658586413
8 "SITTING" "Body Gyroscope" -0.73598140873913
8 "SITTING" "Body Gyroscope Jerk" -0.524089659282609
8 "SITTING" "Body Gyroscope Jerk Magnitude" -0.988110491413044
8 "SITTING" "Body Gyroscope Magnitude" -0.951185455326087
8 "SITTING" "Gravity Accelerometer" -0.25054190323913
8 "SITTING" "Gravity Accelerometer Magnitude" -0.94104165998913
8 "STANDING" "Body Accelerometer" -0.702371479493519
8 "STANDING" "Body Accelerometer Jerk" -0.729971052791111
8 "STANDING" "Body Accelerometer Jerk Magnitude" -0.980933587453704
8 "STANDING" "Body Accelerometer Magnitude" -0.945831081589815
8 "STANDING" "Body Gyroscope" -0.728236495936574
8 "STANDING" "Body Gyroscope Jerk" -0.525079619776543
8 "STANDING" "Body Gyroscope Jerk Magnitude" -0.983895622407407
8 "STANDING" "Body Gyroscope Magnitude" -0.956189334212963
8 "STANDING" "Gravity Accelerometer" -0.349269645865309
8 "STANDING" "Gravity Accelerometer Magnitude" -0.945475034648148
8 "WALKING" "Body Accelerometer" 0.00523655288473958
8 "WALKING" "Body Accelerometer Jerk" -0.108116787408837
8 "WALKING" "Body Accelerometer Jerk Magnitude" -0.162918459228542
8 "WALKING" "Body Accelerometer Magnitude" -0.14619122901875
8 "WALKING" "Body Gyroscope" -0.130891322014688
8 "WALKING" "Body Gyroscope Jerk" -0.213704723460069
8 "WALKING" "Body Gyroscope Jerk Magnitude" -0.474088236666667
8 "WALKING" "Body Gyroscope Magnitude" -0.217637642175313
8 "WALKING" "Gravity Accelerometer" -0.396326224042281
8 "WALKING" "Gravity Accelerometer Magnitude" -0.0643643273947917
8 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.130723726542544
8 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" 0.118523336604386
8 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.245574984381579
8 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.113355710698026
8 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.0854023913704825
8 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.117193439978596
8 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.167959516620395
8 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.0508098141710526
8 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.366657031441316
8 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.153968589527632
8 "WALKING_UPSTAIRS" "Body Accelerometer" 0.0584761382979675
8 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.171403224738374
8 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.220227011213415
8 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.161430248945732
8 "WALKING_UPSTAIRS" "Body Gyroscope" -0.0468864276203252
8 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.249481218939431
8 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.483410728658537
8 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.0889541331432927
8 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.392859003397967
8 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.0530868125121951
9 "LAYING" "Body Accelerometer" -0.6909295160585
9 "LAYING" "Body Accelerometer Jerk" -0.714497028875033
9 "LAYING" "Body Accelerometer Jerk Magnitude" -0.95695416305
9 "LAYING" "Body Accelerometer Magnitude" -0.9236323178385
9 "LAYING" "Body Gyroscope" -0.713468362124667
9 "LAYING" "Body Gyroscope Jerk" -0.512153903611333
9 "LAYING" "Body Gyroscope Jerk Magnitude" -0.9563557759
9 "LAYING" "Body Gyroscope Magnitude" -0.90692222265
9 "LAYING" "Gravity Accelerometer" -0.434092371733333
9 "LAYING" "Gravity Accelerometer Magnitude" -0.92299761888
9 "SITTING" "Body Accelerometer" -0.660354719122
9 "SITTING" "Body Accelerometer Jerk" -0.71469253710125
9 "SITTING" "Body Accelerometer Jerk Magnitude" -0.9546523556
9 "SITTING" "Body Accelerometer Magnitude" -0.8810022151
9 "SITTING" "Body Gyroscope" -0.704023049092267
9 "SITTING" "Body Gyroscope Jerk" -0.516295737644333
9 "SITTING" "Body Gyroscope Jerk Magnitude" -0.96850945315
9 "SITTING" "Body Gyroscope Magnitude" -0.9126877061
9 "SITTING" "Gravity Accelerometer" -0.3045707836283
9 "SITTING" "Gravity Accelerometer Magnitude" -0.8785590759
9 "STANDING" "Body Accelerometer" -0.696262341609444
9 "STANDING" "Body Accelerometer Jerk" -0.719433668044981
9 "STANDING" "Body Accelerometer Jerk Magnitude" -0.965031200055556
9 "STANDING" "Body Accelerometer Magnitude" -0.941967052777778
9 "STANDING" "Body Gyroscope" -0.701942532618315
9 "STANDING" "Body Gyroscope Jerk" -0.514876780022963
9 "STANDING" "Body Gyroscope Jerk Magnitude" -0.966843380555556
9 "STANDING" "Body Gyroscope Magnitude" -0.917500088388889
9 "STANDING" "Gravity Accelerometer" -0.322305824167889
9 "STANDING" "Gravity Accelerometer Magnitude" -0.940636246444444
9 "WALKING" "Body Accelerometer" -0.135617094917979
9 "WALKING" "Body Accelerometer Jerk" -0.224737143379006
9 "WALKING" "Body Accelerometer Jerk Magnitude" -0.290013838735577
9 "WALKING" "Body Accelerometer Magnitude" -0.327551448898779
9 "WALKING" "Body Gyroscope" -0.303519492747756
9 "WALKING" "Body Gyroscope Jerk" -0.285659407560513
9 "WALKING" "Body Gyroscope Jerk Magnitude" -0.584263502596154
9 "WALKING" "Body Gyroscope Magnitude" -0.465195021850962
9 "WALKING" "Gravity Accelerometer" -0.350526934607628
9 "WALKING" "Gravity Accelerometer Magnitude" -0.238756409807173
9 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.00498812395783135
9 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.165252800778175
9 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0111867195136905
9 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.180519399426429
9 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.25796815420627
9 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.266278568663095
9 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.468303705
9 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.31574095730119
9 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.324029657170754
9 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.205503244650476
9 "WALKING_UPSTAIRS" "Body Accelerometer" -0.23694876048177
9 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.392634707353129
9 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.447655449693878
9 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.385942357244898
9 "WALKING_UPSTAIRS" "Body Gyroscope" -0.246879755257347
9 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.358086667649796
9 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.735858214387755
9 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.374371807379082
9 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.358488138180272
9 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.330474809285714
10 "LAYING" "Body Accelerometer" -0.708106648619253
10 "LAYING" "Body Accelerometer Jerk" -0.722480618028779
10 "LAYING" "Body Accelerometer Jerk Magnitude" -0.969432522715517
10 "LAYING" "Body Accelerometer Magnitude" -0.948059139482759
10 "LAYING" "Body Gyroscope" -0.72089155109704
10 "LAYING" "Body Gyroscope Jerk" -0.519122243156322
10 "LAYING" "Body Gyroscope Jerk Magnitude" -0.963053369396552
10 "LAYING" "Body Gyroscope Magnitude" -0.934114030560345
10 "LAYING" "Gravity Accelerometer" -0.584627963853448
10 "LAYING" "Gravity Accelerometer Magnitude" -0.948541737068965
10 "SITTING" "Body Accelerometer" -0.706552644500015
10 "SITTING" "Body Accelerometer Jerk" -0.732794222755
10 "SITTING" "Body Accelerometer Jerk Magnitude" -0.98560790912037
10 "SITTING" "Body Accelerometer Magnitude" -0.949304938657407
10 "SITTING" "Body Gyroscope" -0.737008472537037
10 "SITTING" "Body Gyroscope Jerk" -0.526398218904815
10 "SITTING" "Body Gyroscope Jerk Magnitude" -0.992251078564815
10 "SITTING" "Body Gyroscope Magnitude" -0.9610465775
10 "SITTING" "Gravity Accelerometer" -0.320425980848765
10 "SITTING" "Gravity Accelerometer Magnitude" -0.950213395555556
10 "STANDING" "Body Accelerometer" -0.698145979882576
10 "STANDING" "Body Accelerometer Jerk" -0.713744388299849
10 "STANDING" "Body Accelerometer Jerk Magnitude" -0.955240421988636
10 "STANDING" "Body Accelerometer Magnitude" -0.943602964090909
10 "STANDING" "Body Gyroscope" -0.711656145402765
10 "STANDING" "Body Gyroscope Jerk" -0.516032163940152
10 "STANDING" "Body Gyroscope Jerk Magnitude" -0.966679242215909
10 "STANDING" "Body Gyroscope Magnitude" -0.927755590965909
10 "STANDING" "Gravity Accelerometer" -0.330117140560985
10 "STANDING" "Gravity Accelerometer Magnitude" -0.944626722954545
10 "WALKING" "Body Accelerometer" -0.140752642525943
10 "WALKING" "Body Accelerometer Jerk" -0.128786173901635
10 "WALKING" "Body Accelerometer Jerk Magnitude" -0.00607223477301415
10 "WALKING" "Body Accelerometer Magnitude" -0.194124748594811
10 "WALKING" "Body Gyroscope" -0.20665084466752
10 "WALKING" "Body Gyroscope Jerk" -0.240097149704088
10 "WALKING" "Body Gyroscope Jerk Magnitude" -0.493533172028302
10 "WALKING" "Body Gyroscope Magnitude" -0.36771514315566
10 "WALKING" "Gravity Accelerometer" -0.328203422264151
10 "WALKING" "Gravity Accelerometer Magnitude" -0.156501654068868
10 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.0279770316156798
10 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.0549494771304605
10 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.0891457427094737
10 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.141570848525658
10 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.174287180005943
10 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.216855003920614
10 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.481286267894737
10 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.251089317261842
10 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.310215629415789
10 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.203920987407895
10 "WALKING_UPSTAIRS" "Body Accelerometer" -0.07033082643
10 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.250581114804149
10 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.243991607887234
10 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.191626016486362
10 "WALKING_UPSTAIRS" "Body Gyroscope" -0.151046287323759
10 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.290852461013298
10 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.60340222106383
10 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.125386588943191
10 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.310492426384833
10 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.119099904845064
11 "LAYING" "Body Accelerometer" -0.71945837360848
11 "LAYING" "Body Accelerometer Jerk" -0.727561006911009
11 "LAYING" "Body Accelerometer Jerk Magnitude" -0.977975698245614
11 "LAYING" "Body Accelerometer Magnitude" -0.97588617745614
11 "LAYING" "Body Gyroscope" -0.723368633612105
11 "LAYING" "Body Gyroscope Jerk" -0.528225336710526
11 "LAYING" "Body Gyroscope Jerk Magnitude" -0.986166507587719
11 "LAYING" "Body Gyroscope Magnitude" -0.95729483622807
11 "LAYING" "Gravity Accelerometer" -0.338952948076023
11 "LAYING" "Gravity Accelerometer Magnitude" -0.976756504824561
11 "SITTING" "Body Accelerometer" -0.706991629592453
11 "SITTING" "Body Accelerometer Jerk" -0.72583631408577
11 "SITTING" "Body Accelerometer Jerk Magnitude" -0.975367956886792
11 "SITTING" "Body Accelerometer Magnitude" -0.952035146320755
11 "SITTING" "Body Gyroscope" -0.734411566808176
11 "SITTING" "Body Gyroscope Jerk" -0.524122597084277
11 "SITTING" "Body Gyroscope Jerk Magnitude" -0.987159724433962
11 "SITTING" "Body Gyroscope Magnitude" -0.960590038349057
11 "SITTING" "Gravity Accelerometer" -0.272551953989937
11 "SITTING" "Gravity Accelerometer Magnitude" -0.95327629509434
11 "STANDING" "Body Accelerometer" -0.724077088221631
11 "STANDING" "Body Accelerometer Jerk" -0.733293626776277
11 "STANDING" "Body Accelerometer Jerk Magnitude" -0.98868854106383
11 "STANDING" "Body Accelerometer Magnitude" -0.982229647180851
11 "STANDING" "Body Gyroscope" -0.740887718602837
11 "STANDING" "Body Gyroscope Jerk" -0.52741951643617
11 "STANDING" "Body Gyroscope Jerk Magnitude" -0.99281645962766
11 "STANDING" "Body Gyroscope Magnitude" -0.979265919893617
11 "STANDING" "Gravity Accelerometer" -0.342405037624113
11 "STANDING" "Gravity Accelerometer Magnitude" -0.982579602765957
11 "WALKING" "Body Accelerometer" -0.250499206115734
11 "WALKING" "Body Accelerometer Jerk" -0.333963489552966
11 "WALKING" "Body Accelerometer Jerk Magnitude" -0.404509359152542
11 "WALKING" "Body Accelerometer Magnitude" -0.454757360423729
11 "WALKING" "Body Gyroscope" -0.38670845861272
11 "WALKING" "Body Gyroscope Jerk" -0.334699252533051
11 "WALKING" "Body Gyroscope Jerk Magnitude" -0.727473160974576
11 "WALKING" "Body Gyroscope Magnitude" -0.547533130847458
11 "WALKING" "Gravity Accelerometer" -0.339953075957627
11 "WALKING" "Gravity Accelerometer Magnitude" -0.388029693559322
11 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0340128930853442
11 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.201115082618478
11 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.149085028422826
11 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.032539929951087
11 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.306610290551449
11 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.301825197565942
11 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.664903886521739
11 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.343490681153804
11 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.32213778759058
11 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.0885010112554348
11 "WALKING_UPSTAIRS" "Body Accelerometer" -0.165112786043827
11 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.417833538497191
11 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.497426367916667
11 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.283568919550926
11 "WALKING_UPSTAIRS" "Body Gyroscope" -0.390180289542593
11 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.404941386848611
11 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.794214171527778
11 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.391070310532407
11 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.348179021996914
11 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.211093385953704
12 "LAYING" "Body Accelerometer" -0.702896616129
12 "LAYING" "Body Accelerometer Jerk" -0.718591356526156
12 "LAYING" "Body Accelerometer Jerk Magnitude" -0.964131543
12 "LAYING" "Body Accelerometer Magnitude" -0.94268701435
12 "LAYING" "Body Gyroscope" -0.713254178095694
12 "LAYING" "Body Gyroscope Jerk" -0.518508527346944
12 "LAYING" "Body Gyroscope Jerk Magnitude" -0.964735251666667
12 "LAYING" "Body Gyroscope Magnitude" -0.938109289875
12 "LAYING" "Gravity Accelerometer" -0.36177813165
12 "LAYING" "Gravity Accelerometer Magnitude" -0.942373681166667
12 "SITTING" "Body Accelerometer" -0.70174270122299
12 "SITTING" "Body Accelerometer Jerk" -0.72306665462317
12 "SITTING" "Body Accelerometer Jerk Magnitude" -0.973036773627451
12 "SITTING" "Body Accelerometer Magnitude" -0.951571290882353
12 "SITTING" "Body Gyroscope" -0.725780470648693
12 "SITTING" "Body Gyroscope Jerk" -0.519705036258824
12 "SITTING" "Body Gyroscope Jerk Magnitude" -0.979098428578431
12 "SITTING" "Body Gyroscope Magnitude" -0.948912331960784
12 "SITTING" "Gravity Accelerometer" -0.301201717499346
12 "SITTING" "Gravity Accelerometer Magnitude" -0.949846860784314
12 "STANDING" "Body Accelerometer" -0.695600186291667
12 "STANDING" "Body Accelerometer Jerk" -0.719333081592678
12 "STANDING" "Body Accelerometer Jerk Magnitude" -0.964118536311475
12 "STANDING" "Body Accelerometer Magnitude" -0.940413153032787
12 "STANDING" "Body Gyroscope" -0.697470096564891
12 "STANDING" "Body Gyroscope Jerk" -0.514529502738251
12 "STANDING" "Body Gyroscope Jerk Magnitude" -0.964295669139344
12 "STANDING" "Body Gyroscope Magnitude" -0.873190732090164
12 "STANDING" "Gravity Accelerometer" -0.366069455766557
12 "STANDING" "Gravity Accelerometer Magnitude" -0.938346440163934
12 "WALKING" "Body Accelerometer" -0.156102990327167
12 "WALKING" "Body Accelerometer Jerk" -0.15963362621105
12 "WALKING" "Body Accelerometer Jerk Magnitude" -0.0520540767905
12 "WALKING" "Body Accelerometer Magnitude" -0.225297430363
12 "WALKING" "Body Gyroscope" -0.335928875666283
12 "WALKING" "Body Gyroscope Jerk" -0.268594246720767
12 "WALKING" "Body Gyroscope Jerk Magnitude" -0.54812367
12 "WALKING" "Body Gyroscope Magnitude" -0.42661117633
12 "WALKING" "Gravity Accelerometer" -0.353200457313333
12 "WALKING" "Gravity Accelerometer Magnitude" -0.169588709634
12 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0640254062527654
12 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.115986397661576
12 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.0193867675097826
12 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.0396167669461957
12 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.287001132542572
12 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.219004680822101
12 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.460072232326087
12 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.325575632225761
12 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.353857841823551
12 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.0577873852141304
12 "WALKING_UPSTAIRS" "Body Accelerometer" -0.214143976372917
12 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.349914852210737
12 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.357436718365385
12 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.300079628221154
12 "WALKING_UPSTAIRS" "Body Gyroscope" -0.360108828702564
12 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.343671361832051
12 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.708960550288461
12 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.500179034232212
12 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.371786489483974
12 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.257513981634615
13 "LAYING" "Body Accelerometer" -0.707118308806048
13 "LAYING" "Body Accelerometer Jerk" -0.730176423715793
13 "LAYING" "Body Accelerometer Jerk Magnitude" -0.981083208185484
13 "LAYING" "Body Accelerometer Magnitude" -0.954357331895161
13 "LAYING" "Body Gyroscope" -0.725100699330898
13 "LAYING" "Body Gyroscope Jerk" -0.526424675890591
13 "LAYING" "Body Gyroscope Jerk Magnitude" -0.977877254193548
13 "LAYING" "Body Gyroscope Magnitude" -0.948201411572581
13 "LAYING" "Gravity Accelerometer" -0.299213753013441
13 "LAYING" "Gravity Accelerometer Magnitude" -0.954231257419355
13 "SITTING" "Body Accelerometer" -0.70493409360017
13 "SITTING" "Body Accelerometer Jerk" -0.736986616596832
13 "SITTING" "Body Accelerometer Jerk Magnitude" -0.988747943979592
13 "SITTING" "Body Accelerometer Magnitude" -0.947764448229592
13 "SITTING" "Body Gyroscope" -0.737028582222976
13 "SITTING" "Body Gyroscope Jerk" -0.526095740955442
13 "SITTING" "Body Gyroscope Jerk Magnitude" -0.991740606734694
13 "SITTING" "Body Gyroscope Magnitude" -0.963152402704082
13 "SITTING" "Gravity Accelerometer" -0.293431347255102
13 "SITTING" "Gravity Accelerometer Magnitude" -0.947813151122449
13 "STANDING" "Body Accelerometer" -0.71571688508421
13 "STANDING" "Body Accelerometer Jerk" -0.731293046383203
13 "STANDING" "Body Accelerometer Jerk Magnitude" -0.982816110833333
13 "STANDING" "Body Accelerometer Magnitude" -0.970730713859649
13 "STANDING" "Body Gyroscope" -0.727281053222602
13 "STANDING" "Body Gyroscope Jerk" -0.522993027252924
13 "STANDING" "Body Gyroscope Jerk Magnitude" -0.978375007149123
13 "STANDING" "Body Gyroscope Magnitude" -0.951787963947368
13 "STANDING" "Gravity Accelerometer" -0.382245715964912
13 "STANDING" "Gravity Accelerometer Magnitude" -0.970041958508772
13 "WALKING" "Body Accelerometer" -0.108091462159854
13 "WALKING" "Body Accelerometer Jerk" -0.138069882423187
13 "WALKING" "Body Accelerometer Jerk Magnitude" -0.132674247003596
13 "WALKING" "Body Accelerometer Magnitude" -0.275295016118421
13 "WALKING" "Body Gyroscope" -0.248637163556345
13 "WALKING" "Body Gyroscope Jerk" -0.184775483237719
13 "WALKING" "Body Gyroscope Jerk Magnitude" -0.328359833710526
13 "WALKING" "Body Gyroscope Magnitude" -0.279833459925439
13 "WALKING" "Gravity Accelerometer" -0.397697491005848
13 "WALKING" "Gravity Accelerometer Magnitude" -0.214095122429825
13 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.061180771528617
13 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.140264884206823
13 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0676317713747872
13 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" -0.0507767070388298
13 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.230751381976897
13 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.212142141353901
13 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.302384678515426
13 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.236389720106383
13 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.35665199434727
13 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" -0.0225366249191489
13 "WALKING_UPSTAIRS" "Body Accelerometer" -0.124291350585727
13 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.371558996237424
13 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.455901800181818
13 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.301020360298636
13 "WALKING_UPSTAIRS" "Body Gyroscope" -0.300298819145606
13 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.339779358566364
13 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.667382832318182
13 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.402272418392727
13 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.416007487673212
13 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.213746561960909
14 "LAYING" "Body Accelerometer" -0.674655501138562
14 "LAYING" "Body Accelerometer Jerk" -0.723502750406912
14 "LAYING" "Body Accelerometer Jerk Magnitude" -0.967655833039216
14 "LAYING" "Body Accelerometer Magnitude" -0.880410271328431
14 "LAYING" "Body Gyroscope" -0.710492147994085
14 "LAYING" "Body Gyroscope Jerk" -0.519560132143101
14 "LAYING" "Body Gyroscope Jerk Magnitude" -0.967438116568627
14 "LAYING" "Body Gyroscope Magnitude" -0.916502610098039
14 "LAYING" "Gravity Accelerometer" -0.255956575238562
14 "LAYING" "Gravity Accelerometer Magnitude" -0.881285684705882
14 "SITTING" "Body Accelerometer" -0.691827435869599
14 "SITTING" "Body Accelerometer Jerk" -0.726492978078824
14 "SITTING" "Body Accelerometer Jerk Magnitude" -0.973952286851852
14 "SITTING" "Body Accelerometer Magnitude" -0.934869390972222
14 "SITTING" "Body Gyroscope" -0.726629363447531
14 "SITTING" "Body Gyroscope Jerk" -0.52460767519537
14 "SITTING" "Body Gyroscope Jerk Magnitude" -0.98741775337963
14 "SITTING" "Body Gyroscope Magnitude" -0.949919007962963
14 "SITTING" "Gravity Accelerometer" -0.342838415186111
14 "SITTING" "Gravity Accelerometer Magnitude" -0.934846886666667
14 "STANDING" "Body Accelerometer" -0.694774499658111
14 "STANDING" "Body Accelerometer Jerk" -0.72308062457721
14 "STANDING" "Body Accelerometer Jerk Magnitude" -0.970823653125
